,Age,Gender,Education Level,Job Title,Years of Experience,Salary
2911,33.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,124071.0
2913,43.0,Female,PhD,Software Engineer Manager,19.0,156486.0
2914,36.0,Male,Master's Degree,Full Stack Engineer,11.0,138859.0
2915,23.0,Female,Bachelor's Degree,Senior Project Engineer,0.0,52831.0
2916,49.0,Male,Master's Degree,Software Engineer Manager,23.0,182392.0
2917,35.0,Female,Master's Degree,Full Stack Engineer,11.0,151078.0
2919,54.0,Other,High School,Senior Software Engineer,29.0,158966.0
2920,43.0,Male,Master's Degree,Full Stack Engineer,20.0,167924.0
2921,33.0,Female,Master's Degree,Senior Project Engineer,10.0,113334.0
2922,52.0,Female,PhD,Software Engineer Manager,29.0,194778.0
2923,28.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,77606.0
2924,36.0,Female,Master's Degree,Senior Software Engineer,13.0,140010.0
2925,43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,142421.0
2926,50.0,Female,Master's Degree,Full Stack Engineer,24.0,192756.0
2927,24.0,Male,PhD,Software Engineer Manager,1.0,106686.0
2928,52.0,Male,Master's Degree,Senior Software Engineer,27.0,186794.0
2930,38.0,Male,Master's Degree,Full Stack Engineer,15.0,171652.0
2931,29.0,Male,Bachelor's Degree,Senior Project Engineer,6.0,88552.0
2933,47.0,Male,PhD,Software Engineer Manager,21.0,174985.0
2934,45.0,Female,Master's Degree,Senior Software Engineer,23.0,174336.0
2936,42.0,Female,Master's Degree,Full Stack Engineer,14.0,163978.0
2937,46.0,Male,Bachelor's Degree,Senior Project Engineer,25.0,166958.0
2938,38.0,Female,PhD,Software Engineer Manager,15.0,145052.0
2939,54.0,Male,Master's Degree,Senior Software Engineer,32.0,195270.0
2940,33.0,Female,Master's Degree,Full Stack Engineer,8.0,122970.0
2942,50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177862.0
2943,26.0,Male,Master's Degree,Full Stack Engineer,4.0,91062.0
2944,31.0,Female,Master's Degree,Senior Software Engineer,6.0,114290.0
2946,44.0,Female,PhD,Software Engineer Manager,18.0,162454.0
2947,32.0,Male,Master's Degree,Senior Project Engineer,8.0,122354.0
2948,54.0,Male,Bachelor's Degree,Full Stack Engineer,25.0,179756.0
2950,23.0,Male,PhD,Software Engineer Manager,0.0,52612.0
2951,48.0,Female,Master's Degree,Senior Software Engineer,24.0,184480.0
2953,30.0,Female,Master's Degree,Full Stack Engineer,5.0,102828.0
2954,40.0,Male,Master's Degree,Software Engineer Manager,16.0,150301.0
2955,45.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,171468.0
2956,36.0,Male,Master's Degree,Full Stack Engineer,13.0,147326.0
2957,52.0,Male,PhD,Software Engineer Manager,26.0,185982.0
2958,31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,108267.0
2959,26.0,Male,Master's Degree,Full Stack Engineer,4.0,91397.0
2960,30.0,Female,Master's Degree,Senior Project Engineer,5.0,100867.0
2962,45.0,Male,Master's Degree,Senior Software Engineer,22.0,182506.0
2963,33.0,Female,Master's Degree,Full Stack Engineer,9.0,136986.0
2965,54.0,Female,PhD,Software Engineer Manager,32.0,191510.0
2966,42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0
2967,28.0,Female,Bachelor's Degree,Senior Project Engineer,3.0,70397.0
2968,34.0,Male,Master's Degree,Software Engineer Manager,9.0,146075.0
2970,35.0,Male,Master's Degree,Full Stack Engineer,9.0,132638.0
2971,49.0,Female,PhD,Software Engineer Manager,22.0,178684.0
2972,32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,106218.0
2973,54.0,Male,Master's Degree,Full Stack Engineer,28.0,191239.0
2975,23.0,Male,PhD,Software Engineer Manager,0.0,52779.0
2976,48.0,Female,Master's Degree,Senior Software Engineer,23.0,185038.0
2978,30.0,Female,Master's Degree,Full Stack Engineer,6.0,110707.0
2979,40.0,Male,Master's Degree,Software Engineer Manager,17.0,151670.0
2980,45.0,Female,Bachelor's Degree,Senior Project Engineer,21.0,167015.0
2981,36.0,Male,Master's Degree,Full Stack Engineer,13.0,146508.0
2982,52.0,Male,PhD,Software Engineer Manager,27.0,190596.0
2983,31.0,Female,Bachelor's Degree,Senior Software Engineer,6.0,104378.0
2984,26.0,Male,Master's Degree,Full Stack Engineer,3.0,70216.0
2985,30.0,Female,Master's Degree,Senior Project Engineer,5.0,101733.0
2987,45.0,Male,Master's Degree,Senior Software Engineer,21.0,180367.0
2988,33.0,Female,Master's Degree,Full Stack Engineer,9.0,135596.0
2990,54.0,Female,PhD,Software Engineer Manager,32.0,191267.0
2991,42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0
2992,28.0,Female,Bachelor's Degree,Senior Project Engineer,3.0,70397.0
2993,34.0,Male,Master's Degree,Software Engineer Manager,9.0,146075.0
2995,35.0,Male,Master's Degree,Full Stack Engineer,9.0,132638.0
2996,49.0,Female,PhD,Software Engineer Manager,22.0,178684.0
2997,32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,106218.0
2998,54.0,Male,Master's Degree,Full Stack Engineer,28.0,191239.0
3000,23.0,Male,PhD,Software Engineer Manager,0.0,52779.0
3001,48.0,Female,Master's Degree,Senior Software Engineer,23.0,185038.0
3003,30.0,Female,Master's Degree,Full Stack Engineer,6.0,110707.0
3004,40.0,Male,Master's Degree,Software Engineer Manager,17.0,151670.0
3005,45.0,Female,Bachelor's Degree,Senior Project Engineer,21.0,167015.0
3006,36.0,Male,Master's Degree,Full Stack Engineer,13.0,146508.0
3007,52.0,Male,PhD,Software Engineer Manager,27.0,190596.0
3008,31.0,Female,Bachelor's Degree,Senior Software Engineer,6.0,104378.0
3009,26.0,Male,Master's Degree,Full Stack Engineer,3.0,70216.0
3010,30.0,Female,Master's Degree,Senior Project Engineer,5.0,101733.0
3012,45.0,Male,Master's Degree,Senior Software Engineer,21.0,180367.0
3013,33.0,Female,Master's Degree,Full Stack Engineer,9.0,135596.0
3015,54.0,Female,PhD,Software Engineer Manager,32.0,191267.0
3016,42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0
3017,29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,103579.0
3018,45.0,Male,Master's Degree,Software Engineer Manager,19.0,163780.0
3020,30.0,Female,Master's Degree,Senior Project Engineer,4.0,92438.0
3021,28.0,Male,Master's Degree,Full Stack Engineer,5.0,84181.0
3022,46.0,Female,PhD,Software Engineer Manager,21.0,174821.0
3024,44.0,Male,Master's Degree,Senior Software Engineer,18.0,152168.0
3025,55.0,Female,PhD,Software Engineer Manager,29.0,190543.0
3026,35.0,Male,Master's Degree,Full Stack Engineer,9.0,131547.0
3027,54.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,192292.0
3029,46.0,Male,Master's Degree,Senior Software Engineer,20.0,174938.0
3030,33.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,124071.0
3032,43.0,Female,PhD,Software Engineer Manager,19.0,156486.0
3033,36.0,Male,Master's Degree,Full Stack Engineer,11.0,138859.0
3034,23.0,Female,Bachelor's Degree,Senior Project Engineer,0.0,52831.0
3035,49.0,Male,Master's Degree,Software Engineer Manager,23.0,182392.0
3036,35.0,Female,Master's Degree,Full Stack Engineer,11.0,151078.0
3038,54.0,Other,High School,Senior Software Engineer,29.0,158966.0
3039,43.0,Male,Master's Degree,Full Stack Engineer,20.0,167924.0
3040,33.0,Female,Master's Degree,Senior Project Engineer,10.0,113334.0
3041,52.0,Female,PhD,Software Engineer Manager,29.0,194778.0
3042,28.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,77606.0
3043,36.0,Female,Master's Degree,Senior Software Engineer,13.0,140010.0
3044,43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,142421.0
3045,50.0,Female,Master's Degree,Full Stack Engineer,24.0,192756.0
3046,24.0,Male,PhD,Software Engineer Manager,1.0,106686.0
3047,52.0,Male,Master's Degree,Senior Software Engineer,27.0,186794.0
3049,38.0,Male,Master's Degree,Full Stack Engineer,15.0,171652.0
3050,29.0,Male,Bachelor's Degree,Senior Project Engineer,6.0,88552.0
3052,47.0,Male,PhD,Software Engineer Manager,21.0,174985.0
3053,45.0,Female,Master's Degree,Senior Software Engineer,23.0,174336.0
3055,42.0,Female,Master's Degree,Full Stack Engineer,14.0,163978.0
3056,46.0,Male,Bachelor's Degree,Senior Project Engineer,25.0,166958.0
3057,38.0,Female,PhD,Software Engineer Manager,15.0,145052.0
3058,54.0,Male,Master's Degree,Senior Software Engineer,32.0,195270.0
3059,33.0,Female,Master's Degree,Full Stack Engineer,8.0,122970.0
3061,50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177862.0
3062,26.0,Male,Master's Degree,Full Stack Engineer,4.0,91062.0
3063,31.0,Female,Master's Degree,Senior Software Engineer,6.0,114290.0
3065,44.0,Female,PhD,Software Engineer Manager,18.0,162454.0
3066,32.0,Male,Master's Degree,Senior Project Engineer,8.0,122354.0
3067,54.0,Male,Bachelor's Degree,Full Stack Engineer,25.0,179756.0
3069,23.0,Male,PhD,Software Engineer Manager,0.0,52612.0
3070,48.0,Female,Master's Degree,Senior Software Engineer,23.0,185038.0
3072,30.0,Female,Master's Degree,Full Stack Engineer,5.0,102828.0
3073,40.0,Male,Master's Degree,Software Engineer Manager,16.0,150301.0
3074,45.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,171468.0
3075,36.0,Male,Master's Degree,Full Stack Engineer,13.0,147326.0
3076,52.0,Male,PhD,Software Engineer Manager,26.0,185982.0
3077,31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,108267.0
3078,26.0,Male,Master's Degree,Full Stack Engineer,3.0,91397.0
3079,30.0,Female,Master's Degree,Senior Project Engineer,5.0,100867.0
3081,45.0,Male,Master's Degree,Senior Software Engineer,22.0,182506.0
3082,33.0,Female,Master's Degree,Full Stack Engineer,9.0,136986.0
3084,54.0,Female,PhD,Software Engineer Manager,32.0,191510.0
3085,42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0
3086,28.0,Female,Bachelor's Degree,Senior Project Engineer,4.0,82944.0
3087,48.0,Male,PhD,Software Engineer Manager,23.0,188288.0
3088,36.0,Female,Master's Degree,Senior Software Engineer,14.0,141090.0
3089,43.0,Male,Bachelor's Degree,Full Stack Engineer,19.0,152726.0
3092,50.0,Female,Master's Degree,Senior Project Engineer,22.0,182768.0
3093,41.0,Male,PhD,Software Engineer Manager,15.0,148727.0
3094,29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,91903.0
3095,38.0,Male,Master's Degree,Senior Software Engineer,14.0,147708.0
3096,48.0,Female,Bachelor's Degree,Senior Project Engineer,21.0,163209.0
3097,31.0,Male,Master's Degree,Full Stack Engineer,8.0,120288.0
3098,45.0,Male,PhD,Software Engineer Manager,21.0,170226.0
3099,35.0,Female,Master's Degree,Senior Software Engineer,11.0,134979.0
3101,27.0,Female,Master's Degree,Full Stack Engineer,4.0,83577.0
3103,36.0,Female,Master's Degree,Senior Project Engineer,11.0,134482.0
3104,54.0,Male,PhD,Software Engineer Manager,30.0,184660.0
3105,30.0,Female,Bachelor's Degree,Senior Software Engineer,5.0,100151.0
3106,26.0,Male,Master's Degree,Full Stack Engineer,3.0,88678.0
3107,45.0,Female,PhD,Senior Project Engineer,21.0,181285.0
3108,38.0,Male,Master's Degree,Software Engineer Manager,16.0,154990.0
3109,31.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,108204.0
3110,42.0,Male,Master's Degree,Senior Software Engineer,19.0,175684.0
3112,48.0,Male,PhD,Software Engineer Manager,24.0,192211.0
3113,36.0,Female,Master's Degree,Full Stack Engineer,13.0,144647.0
3114,43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,162231.0
3116,26.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,79652.0
3117,50.0,Female,Master's Degree,Senior Software Engineer,21.0,177002.0
3119,38.0,Female,Bachelor's Degree,Senior Project Engineer,13.0,131860.0
3120,54.0,Male,PhD,Software Engineer Manager,28.0,182013.0
3121,31.0,Female,Master's Degree,Full Stack Engineer,7.0,108799.0
3122,36.0,Male,Bachelor's Degree,Senior Software Engineer,13.0,135378.0
3123,45.0,Female,Master's Degree,Software Engineer Manager,22.0,183530.0
3125,28.0,Female,Master's Degree,Full Stack Engineer,4.0,82697.0
3126,48.0,Male,PhD,Senior Software Engineer,26.0,194638.0
3127,36.0,Female,Master's Degree,Senior Project Engineer,12.0,130356.0
3128,43.0,Male,Bachelor's Degree,Full Stack Engineer,18.0,152560.0
3131,50.0,Female,Master's Degree,Senior Software Engineer,23.0,183690.0
3132,41.0,Male,PhD,Software Engineer Manager,16.0,151310.0
3133,29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,100358.0
3134,38.0,Male,Master's Degree,Senior Software Engineer,15.0,148437.0
3135,48.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,168691.0
3136,31.0,Male,Master's Degree,Full Stack Engineer,8.0,
3143,36.0,Female,Master's Degree,Data Scientist,8.0,130000.0
3158,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
3175,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
3192,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
3209,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
3226,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
3243,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
3260,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
3268,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
3285,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
3302,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
3319,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
3336,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
3353,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
3370,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
3641,43.0,Male,PhD,Data Scientist,15.0,150000.0
3647,42.0,Male,PhD,Data Scientist,12.0,130000.0
3652,45.0,Male,PhD,Data Scientist,18.0,180000.0
3657,44.0,Male,PhD,Data Scientist,16.0,160000.0
3662,42.0,Male,PhD,Data Scientist,13.0,140000.0
3667,45.0,Male,PhD,Data Scientist,18.0,180000.0
3672,44.0,Male,PhD,Data Scientist,16.0,160000.0
3677,42.0,Male,PhD,Data Scientist,13.0,140000.0
3682,45.0,Male,PhD,Data Scientist,18.0,180000.0
3687,44.0,Male,PhD,Data Scientist,16.0,160000.0
3692,42.0,Male,PhD,Data Scientist,13.0,140000.0
3697,45.0,Male,PhD,Data Scientist,18.0,180000.0
3702,44.0,Male,PhD,Data Scientist,16.0,160000.0
3707,42.0,Male,PhD,Data Scientist,13.0,140000.0
3712,45.0,Male,PhD,Data Scientist,18.0,180000.0
3717,44.0,Male,PhD,Data Scientist,16.0,160000.0
3722,42.0,Male,PhD,Data Scientist,13.0,140000.0
3727,45.0,Male,PhD,Data Scientist,18.0,180000.0
3732,44.0,Male,PhD,Data Scientist,16.0,160000.0
3737,42.0,Male,PhD,Data Scientist,13.0,140000.0
3742,45.0,Male,PhD,Data Scientist,18.0,180000.0
3747,44.0,Male,PhD,Data Scientist,16.0,160000.0
3752,42.0,Male,PhD,Data Scientist,13.0,140000.0
3757,45.0,Male,PhD,Data Scientist,18.0,180000.0
3762,44.0,Male,PhD,Data Scientist,16.0,160000.0
3766,44.0,Male,PhD,Data Scientist,15.0,150000.0
3772,41.0,Male,PhD,Data Scientist,12.0,130000.0
3777,46.0,Male,PhD,Data Scientist,18.0,180000.0
3782,43.0,Male,PhD,Data Scientist,16.0,160000.0
3787,41.0,Male,PhD,Data Scientist,13.0,140000.0
3792,46.0,Male,PhD,Data Scientist,18.0,180000.0
3797,43.0,Male,PhD,Data Scientist,16.0,160000.0
3802,41.0,Male,PhD,Data Scientist,13.0,140000.0
3807,46.0,Male,PhD,Data Scientist,18.0,180000.0
3812,43.0,Male,PhD,Data Scientist,16.0,160000.0
3817,41.0,Male,PhD,Data Scientist,13.0,140000.0
3822,46.0,Male,PhD,Data Scientist,18.0,180000.0
3827,43.0,Male,PhD,Data Scientist,16.0,160000.0
3832,41.0,Male,PhD,Data Scientist,13.0,140000.0
3837,46.0,Male,PhD,Data Scientist,18.0,180000.0
3842,43.0,Male,PhD,Data Scientist,16.0,160000.0
3847,41.0,Male,PhD,Data Scientist,13.0,140000.0
3852,46.0,Male,PhD,Data Scientist,18.0,180000.0
3857,43.0,Male,PhD,Data Scientist,16.0,160000.0
3862,41.0,Male,PhD,Data Scientist,13.0,140000.0
3867,46.0,Male,PhD,Data Scientist,18.0,180000.0
3872,43.0,Male,PhD,Data Scientist,16.0,160000.0
3877,41.0,Male,PhD,Data Scientist,13.0,140000.0
3882,46.0,Male,PhD,Data Scientist,18.0,180000.0
3887,43.0,Male,PhD,Data Scientist,16.0,160000.0
3891,45.0,Male,PhD,Data Scientist,16.0,160000.0
3897,42.0,Male,PhD,Data Scientist,14.0,140000.0
3902,47.0,Male,PhD,Data Scientist,19.0,190000.0
3907,44.0,Male,PhD,Data Scientist,15.0,150000.0
3912,42.0,Male,PhD,Data Scientist,14.0,140000.0
3917,47.0,Male,PhD,Data Scientist,19.0,190000.0
3922,44.0,Male,PhD,Data Scientist,15.0,150000.0
3927,42.0,Male,PhD,Data Scientist,14.0,140000.0
3932,47.0,Male,PhD,Data Scientist,19.0,190000.0
3937,44.0,Male,PhD,Data Scientist,15.0,150000.0
3942,42.0,Male,PhD,Data Scientist,14.0,140000.0
3947,47.0,Male,PhD,Data Scientist,19.0,190000.0
3952,44.0,Male,PhD,Data Scientist,15.0,150000.0
3957,42.0,Male,PhD,Data Scientist,14.0,140000.0
3962,47.0,Male,PhD,Data Scientist,19.0,190000.0
3967,44.0,Male,PhD,Data Scientist,15.0,150000.0
3972,42.0,Male,PhD,Data Scientist,14.0,140000.0
3977,47.0,Male,PhD,Data Scientist,19.0,190000.0
3982,44.0,Male,PhD,Data Scientist,15.0,150000.0
3987,42.0,Male,PhD,Data Scientist,14.0,140000.0
3992,47.0,Male,PhD,Data Scientist,19.0,190000.0
3997,44.0,Male,PhD,Data Scientist,15.0,150000.0
4002,42.0,Male,PhD,Data Scientist,14.0,140000.0
4007,47.0,Male,PhD,Data Scientist,19.0,190000.0
4012,44.0,Male,PhD,Data Scientist,15.0,150000.0
4016,38.0,Male,PhD,Data Scientist,12.0,130000.0
4022,40.0,Male,PhD,Data Scientist,15.0,150000.0
4027,49.0,Male,PhD,Data Scientist,22.0,220000.0
4032,43.0,Male,PhD,Data Scientist,16.0,160000.0
4037,40.0,Male,PhD,Data Scientist,15.0,150000.0
4042,49.0,Male,PhD,Data Scientist,22.0,220000.0
4047,43.0,Male,PhD,Data Scientist,16.0,160000.0
4052,40.0,Male,PhD,Data Scientist,15.0,150000.0
4057,49.0,Male,PhD,Data Scientist,22.0,220000.0
4062,43.0,Male,PhD,Data Scientist,16.0,160000.0
4067,40.0,Male,PhD,Data Scientist,15.0,150000.0
4072,49.0,Male,PhD,Data Scientist,22.0,220000.0
4077,43.0,Male,PhD,Data Scientist,16.0,160000.0
4082,40.0,Male,PhD,Data Scientist,15.0,150000.0
4087,49.0,Male,PhD,Data Scientist,22.0,220000.0
4092,43.0,Male,PhD,Data Scientist,16.0,160000.0
4097,40.0,Male,PhD,Data Scientist,15.0,150000.0
4102,49.0,Male,PhD,Data Scientist,22.0,220000.0
4107,43.0,Male,PhD,Data Scientist,16.0,160000.0
4112,40.0,Male,PhD,Data Scientist,15.0,150000.0
4117,49.0,Male,PhD,Data Scientist,22.0,220000.0
4122,43.0,Male,PhD,Data Scientist,16.0,160000.0
4127,40.0,Male,PhD,Data Scientist,15.0,150000.0
4132,49.0,Male,PhD,Data Scientist,22.0,220000.0
4137,43.0,Male,PhD,Data Scientist,16.0,160000.0
4141,41.0,Male,PhD,Data Scientist,13.0,138000.0
4147,42.0,Male,PhD,Data Scientist,16.0,162000.0
4152,50.0,Male,PhD,Data Scientist,23.0,225000.0
4157,44.0,Male,PhD,Data Scientist,17.0,168000.0
4162,43.0,Male,PhD,Data Scientist,16.0,162000.0
4167,50.0,Male,PhD,Data Scientist,23.0,225000.0
4172,44.0,Male,PhD,Data Scientist,17.0,168000.0
4177,43.0,Male,PhD,Data Scientist,16.0,162000.0
4182,50.0,Male,PhD,Data Scientist,23.0,225000.0
4187,44.0,Male,PhD,Data Scientist,17.0,168000.0
4192,43.0,Male,PhD,Data Scientist,16.0,162000.0
4197,50.0,Male,PhD,Data Scientist,23.0,225000.0
4202,44.0,Male,PhD,Data Scientist,17.0,168000.0
4207,43.0,Male,PhD,Data Scientist,16.0,162000.0
4212,50.0,Male,PhD,Data Scientist,23.0,225000.0
4217,44.0,Male,PhD,Data Scientist,17.0,168000.0
4222,43.0,Male,PhD,Data Scientist,16.0,162000.0
4227,50.0,Male,PhD,Data Scientist,23.0,225000.0
4232,44.0,Male,PhD,Data Scientist,17.0,168000.0
4237,43.0,Male,PhD,Data Scientist,16.0,162000.0
4242,50.0,Male,PhD,Data Scientist,23.0,225000.0
4247,44.0,Male,PhD,Data Scientist,17.0,168000.0
4252,43.0,Male,PhD,Data Scientist,16.0,162000.0
4257,50.0,Male,PhD,Data Scientist,23.0,225000.0
4262,44.0,Male,PhD,Data Scientist,17.0,168000.0
4265,46.0,Male,PhD,Data Scientist,18.0,180000.0
4271,41.0,Male,PhD,Data Scientist,15.0,155000.0
4276,51.0,Male,PhD,Data Scientist,24.0,240000.0
4281,45.0,Male,PhD,Data Scientist,19.0,190000.0
4286,44.0,Male,PhD,Data Scientist,18.0,182000.0
4291,51.0,Male,PhD,Data Scientist,24.0,240000.0
4296,45.0,Male,PhD,Data Scientist,19.0,190000.0
4301,44.0,Male,PhD,Data Scientist,18.0,182000.0
4306,51.0,Male,PhD,Data Scientist,24.0,240000.0
4311,45.0,Male,PhD,Data Scientist,19.0,190000.0
4316,44.0,Male,PhD,Data Scientist,18.0,182000.0
4321,51.0,Male,PhD,Data Scientist,24.0,240000.0
4326,45.0,Male,PhD,Data Scientist,19.0,190000.0
4331,44.0,Male,PhD,Data Scientist,18.0,182000.0
4336,51.0,Male,PhD,Data Scientist,24.0,240000.0
4341,45.0,Male,PhD,Data Scientist,19.0,190000.0
4346,44.0,Male,PhD,Data Scientist,18.0,182000.0
4351,51.0,Male,PhD,Data Scientist,24.0,240000.0
4356,45.0,Male,PhD,Data Scientist,19.0,190000.0
4361,44.0,Male,PhD,Data Scientist,18.0,182000.0
4366,51.0,Male,PhD,Data Scientist,24.0,240000.0
4371,45.0,Male,PhD,Data Scientist,19.0,190000.0
4376,44.0,Male,PhD,Data Scientist,18.0,182000.0
4381,51.0,Male,PhD,Data Scientist,24.0,240000.0
4386,45.0,Male,PhD,Data Scientist,19.0,190000.0
4391,35.0,Male,PhD,Data Scientist,9.0,112000.0
4395,43.0,Male,PhD,Data Scientist,17.0,179000.0
4399,45.0,Female,PhD,Data Scientist,19.0,193000.0
4404,41.0,Male,PhD,Data Scientist,15.0,157000.0
4408,48.0,Male,PhD,Data Scientist,22.0,219000.0
4414,44.0,Female,PhD,Data Scientist,18.0,183000.0
4419,41.0,Male,PhD,Data Scientist,15.0,157000.0
4423,48.0,Male,PhD,Data Scientist,22.0,219000.0
4429,44.0,Female,PhD,Data Scientist,18.0,183000.0
4434,41.0,Male,PhD,Data Scientist,15.0,157000.0
4438,48.0,Male,PhD,Data Scientist,22.0,219000.0
4444,44.0,Female,PhD,Data Scientist,18.0,183000.0
4449,41.0,Male,PhD,Data Scientist,15.0,157000.0
4453,48.0,Male,PhD,Data Scientist,22.0,219000.0
4459,44.0,Female,PhD,Data Scientist,18.0,183000.0
4464,41.0,Male,PhD,Data Scientist,15.0,157000.0
4468,48.0,Male,PhD,Data Scientist,22.0,219000.0
4474,44.0,Female,PhD,Data Scientist,18.0,183000.0
4479,41.0,Male,PhD,Data Scientist,15.0,157000.0
4483,48.0,Male,PhD,Data Scientist,22.0,219000.0
4489,44.0,Female,PhD,Data Scientist,18.0,183000.0
4494,41.0,Male,PhD,Data Scientist,15.0,157000.0
4498,48.0,Male,PhD,Data Scientist,22.0,219000.0
4504,44.0,Female,PhD,Data Scientist,18.0,183000.0
4509,41.0,Male,PhD,Data Scientist,15.0,157000.0
4513,48.0,Male,PhD,Data Scientist,22.0,219000.0
4640,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0
4650,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0
4660,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0
4670,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0
4680,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0
4690,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0
4700,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0
4710,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0
4720,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0
4730,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0
4740,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0
4750,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0
4761,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0
4771,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0
4781,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0
4791,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0
4801,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0
4811,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0
4821,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0
4831,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0
4841,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0
4851,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0
4861,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0
4871,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0
5130,42.0,Male,Master's Degree,Senior Software Engineer,18.0,180000.0
5136,32.0,Male,PhD,Data Scientist,9.0,140000.0
5158,42.0,Male,Master's Degree,Senior Software Engineer,18.0,180000.0
5164,32.0,Male,PhD,Data Scientist,9.0,140000.0
5186,42.0,Male,Master's Degree,Senior Software Engineer,18.0,180000.0
5192,32.0,Male,PhD,Data Scientist,9.0,140000.0
5214,42.0,Male,Master's Degree,Senior Software Engineer,18.0,180000.0
5220,32.0,Male,PhD,Data Scientist,9.0,140000.0
5242,42.0,Male,Master's Degree,Senior Software Engineer,18.0,180000.0
5251,29.0,Female,PhD,Data Scientist,5.0,100000.0
5254,43.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0
5279,29.0,Female,PhD,Data Scientist,5.0,100000.0
5282,43.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0
5307,29.0,Female,PhD,Data Scientist,5.0,100000.0
5310,43.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0
5335,29.0,Female,PhD,Data Scientist,5.0,100000.0
5338,43.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0
5363,29.0,Female,PhD,Data Scientist,5.0,100000.0
5366,43.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0
5376,28.0,Female,PhD,Data Scientist,5.0,100000.0
5379,41.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0
5404,28.0,Female,PhD,Data Scientist,5.0,100000.0
5407,41.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0
5432,28.0,Female,PhD,Data Scientist,5.0,100000.0
